Fecha,DescripcionTrabajo,salario,pais,NombreEmpresa,Modalidad,Plataforma,PuestoTrabajo
2022-11-29,"
        Nos encontramos en la búsqueda de un ""Desarrollador de Software de Proyectos"", para nuestra línea de negocio.RequisitosEgresados técnicos o universitarios de las carreras de Sistemas de información, Ciencias de la computación o afines.Experiencia mínima de 04 años comprobados en el puesto.SKILLLenguaje de Programación C# .Net, VB 6.0, Python, JavaScript, HTML.Desarrollo en Plataformas Web (indispensable) y Android (deseable).Base de Datos SQL Server 2016, MySQL.Frameworks de ASP .NET, .NET 4.5+, .Net Core, Angular, DevOps, Scrum, Azure Cloud.Herramientas de diseño HTML5, CSS, Javascript.Experiencia con Azure DevOps.FUNCIONESDesarrollar mejoras y controles de cambio de diversos proyectos.Coordinar directamente con los líderes de iniciativa.Mantener al día los tableros de proyectos en AzureDevops y otros sistemas como Asana.Interactuar con los especialistas de QA.Coordinar con el equipo de DevOps para agilizar los despliegues.¡Póstula y Únete a la Familia de CSTI!CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos. Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
      ",,PE,CSTI Corp,,linkedin,data analyst
,"
Why should you find your next job with Revelo?Revelo's developers are professionals with advanced technical ability and are prepared for all the challenges of the tech industry. We are looking for talent who are motivated to help build our clients' businesses and are also looking to grow in their career. If you want to work at the best tech companies in the United States, be paid in US dollars with unique growth opportunities, then Revelo is the right place for you.About ReveloRevelo is a platform that streamlines and simplifies the process of hiring tech talent by connecting candidates to the best companies in the US. Unlike traditional processes, you apply only once for the desired position and with your profile approved, you can start receiving interview invitations to get your new job as a Django Developer and be paid in US dollars.About The RoleWe are looking for a Django Developer that will have the following main responsibilities:Review and refactor existing code into high quality code.Design reliable and reusable code.Ensure the best performance and usability of applications.Know how to identify and correct bottlenecks, perform debugs and fixes.Along with the rest of the team, help maintain the quality, organization and automation of the entire application stack.Therefore, a commitment to collaborative problem solving, sophisticated designs and product quality is essential for this position.Requirements3+ years of experienceAdvanced or Fluent EnglishPythonDjangoJavaScriptDockerRedisDo you have these skills? Apply now and reveal your potential.
",,PE,Revelo,,linkedin,data analyst
2022-12-07,"
Información De Nuestro ClienteEmpresa que nace a raíz de la constante búsqueda que tenemos por el conocimiento, el aprendizaje y el hacer lo que nos apasiona. Somos un equipo innovador enfocado en entregar soluciones centradas en el usuario. Diseñamos y desarrollamos experiencias digitales que generen valor y tengan resultados de alto impacto.¡Tenemos una gran oportunidad laboral para ti! Estamos buscando profesionales que tendrán la posibilidad de unirse a un equipo ágil y multidisciplinario que brinda servicios a nuestros clientes líderes en diversas industrias, diseñando productos digitales innovadores que cumplan un propósito, superen objetivos y transformen organizaciones en diferentes escalas. Funciones del rolSerá Responsable DeEstamos buscando un Python/Django Developer Senior que esté inspirado e inspire a otros a implementar nuevas y mejores experiencias digitales para los usuarios. Implementar e iterar con el equipo de Diseño y Desarrollo de Productos en un ambiente Agile. Estar involucrado en todas las fases de desarrollo (desde el análisis y especificaciones hasta las pruebas y despliegue). Modelar y desarrollar el backend de un producto digital con funcionalidades de configuración de módulos, utilizando Django como framework web en base a mockups e historias de usuario, siguiendo las guías de Scrum. Definir y configurar una arquitectura escalable elástica para un producto digital, en función de los requerimientos funcionales y no funcionales. Modelar e implementar servicios web (APIs) que serán usadas en la integración con el frontend o con aplicaciones terceras con tecnología REST, opcionalmente con SOAP, GraphQL o similar. Documentar las APIs que desarrolladas usando Postman, OpenAPI (Swagger) o similares Integrar un producto digital con herramientas y plataformas terceras utilizando tecnología como FTP, APIs, Webhooks. Message-oriented middleware (colas) básicas o similar. Instalar, configurar y utilizar de forma avanzada base de datos relacionales y no relacionales como Oracle, Postgresql, MySQL, SQL Server, MongoDB , Redis o similares. Utilizar frameworks de pruebas unitarias, de integración y análisis de código como Unittest/Pytest o similares. Implementar mecanismos de seguridad del producto y los datos en al menos los Top 10 riesgos según los principios OWASP. Generar documentos técnicos del desarrollo del producto digital usando diagramas UML de manera avanzada. Realizar el despliegue del backoffice y APIs a través de FTP, CLI o Pipelines. Trabajar con repositorios Git y estrategias de branches como GitFlow. Requerimientos del rolEl Profesional Debe Contar Con Los Siguientes Requisitos Profesional en Ciencias de la Computación, Ingeniería de Software, Sistemas o Informática o carreras afines. 3 o más años de experiencia demostrable desarrollando webapps y backends (APIs). Experiencia trabajando en equipos ágiles con Scrum. Experiencia demostrable en programación orientada a eventos y objetos y aplicación de principios SOLID. Gestionar activamente sus actividades con poca supervisión y asistir a otros equipos cuando sea necesario. Asegurar la entrega a tiempo de los entregables de backend, demostrando pasión y responsabilidad en los proyectos. Estar involucrado activamente en todas las fases de desarrollo de un producto digital (desde la definición de requerimientos, diseño UI y especificaciones hasta las pruebas y despliegue) con foco en el desarrollo backend. Fuertes habilidades organizativas, gestión y priorización de tareas, resolución de problemas así como una gran capacidad analítica y capacidad de aprendizaje continuo. Utilización de frameworks, herramientas y tecnologías como: Java(Spring, J2EE), PHP (Laravel, Symfony), NodeJS (ExpressJs, NestJs, KoaJs) o similares. Utilización avanzada de tecnologías y frameworks para desarrollo con sockets como WebSockets, Socket.io, Firebase entre otros. Utilización avanzada de tecnologías y frameworks para el manejo de caché como Redis, Memcached o similares. Habilidades OpcionalesAdicionalmente, Valoramos Las Siguientes Habilidades Configurar de forma avanzada servidores basados en Linux (Apache, Nginx o similares), tanto en servidores on-premise como instancias en la nube de AWS, Azure o similares. Optimizar el producto digital para obtener la máxima velocidad y escalabilidad. Experiencia con herramientas de build, empaque y despliegue como WebPack, NPM o similares. Configuración de servidores basados en Windows (IIS, .Net core). Capacidad de trabajar en el backend con wordpress de forma ligera. Inglés a nivel intermedio es un plus. BeneficiosEn nuestra empresa cada quien tiene un estilo propio y creemos que eso le aporta valor a nuestra organización y al servicio que brindamos. Sabemos que no todo gira en torno al trabajo por lo que somos flexibles revisando los casos que se presentan.Perú: Ingreso a Planilla y Seguro EPSExterior: Contrato por locación de servicios.
",,PE,Gimalca,,linkedin,data analyst
2023-01-16,"
The Role:You will serve as a Senior Actuarial on the Individual Marketplace Actuarial Team. Your overall goal will be to support the profitable growth of the Individual Marketplace. To that end, your work will include a wide variety of complex projects, including intellectual capital development, financial modelling, data analysis and visualization, and results delivery to internal clients.You will report to the Chief Actuary and collaborate with our BDA actuarial teams that coordinate with senior actuaries and consultants in our Health & Benefits and Retirement practices. You will be responsible for the timely and effective execution and review of the Individual Marketplace Actuarial Team’s work. You will also coordinate with our Accounting and Data Science teams to ensure effective and accurate data flow into our actuarial models.You will provide quantitative results to support actuarial messaging and to help drive the profitable growth of the Individual Marketplace. You will also serve as a resource to drive awareness of the value of our Individual Marketplace. You will also engage with carriers and other vendor partners with respect to product design, price, and prevalence. As a Senior Actuary, you can expect to gain additional exposure to all facets of retiree health care and expertise in individual health care insurance.The ideal candidate will have strong technical expertise in the pricing of individual retiree health care insurance. Ultimately, the Senior Actuary will become a subject matter expert in the actuarial aspects of Medicare plans, ACA plans, Health Reimbursement Arrangements and the internal processes related to our business. Existing experience in these spaces is a plus. This role will require a business-oriented leader with strong communication skills who can effectively partner with a variety of internal Willis Towers Watson associates including consultants, actuaries, and other client-facing associates to drive profitable growth.  
",,PE,WTW,,linkedin,data analyst
2022-12-20,"
PerfilProfesional en Sistemas e Informática.Experiencia en .NET (desarrollo para desktop)Experiencia con Android Studio (Desable)Experiencia WebService – Rest FullExperiencia en el manejo de CCS3 y frameworks (Deseable)Manejo de BD SQL Server.Conocimientos en Android Studio (Deseable)Experiencia en desarrollo Web Java y/o .NET (Deseable)Conocimientos frameworks como Spring, Hibernate, Struts, Bootstrap, Angular, MVC, Web Api. (Deseable)FuncionesRealizar el análisis y diseño de nuevos requerimientos del Proyecto, para desarrollo en Desktop .NETRealizar mantenimiento a nuestra aplicación móvil en AndroidDesarrollar Aplicaciones .NET según requerimiento del Proyecto.Elaborar Manuales y documentación necesaria.Crear y modificar procedimientos almacenados.Competencias Pensamiento lógico Organizado y ordenado Constancia Capacidad de atención y concentración Innovación
",,PE,Gulda & Cía SAC,,linkedin,data analyst
2023-01-21,"
        DescripciónFiberlux es una compañía de telecomunicaciones peruana comprometida a entregar servicios corporativos de la más alta calidad, con la garantía de nuestra red privada 100% de Fibra Óptica.Te invitamos a ser parte de nuestro equipo ocupando el cargo de:INGENIERO(A) DE SOFTWARE CLOUDRequisitosBachiller y/o titulado de las carreras de Ingeniería de Software, Ingeniería de Sistemas, u otros afines.Experiencia de 1 a 3 años en posiciones similares.Conocimientos: PMBOK, ITIL, Cloud, Scrum o metodologías ágiles.Conocimientos de configuración de redes y Ciberseguridad.Gestión de ambientes Cloud, estándares de seguridad de información, dominio de bbdd relacionales y no relacionales, dominio de DevOps (indispensable).Implementación de servidores cloud con Ubuntu (Nginx / Apache)Funciones PrincipalesUso de herramientas de versionado e integración continua.Desarrollar propuestas de mejoras a los servicios cloud.Analizar los requerimientos de los clientes de servicios SAAS.Gestionar el desarrollo de las propuestas.Instalar, configurar servidores cloud .Monitoreo de los servicios implementados.Otras funciones del área asignadas por el jefe inmediatoBeneficiosIngreso a planilla con todos los beneficios de ley.EPS cubierta al 75% (opcional).Oportunidad de línea de carrera profesional en una empresa nacional líder en el mercado de Telecomunicaciones.Permanente capacitación y formación profesional.Grato ambiente laboral.¡Ven y únete a la familia Fiberlux, el mejor lugar para ti!
      ",,PE,Fiberlux,,linkedin,data analyst
2023-01-25,"
Buscamos un desarrollador Móvil React-Native Semi-Senior con experiencia comprobada en el desarrollo de aplicaciones con React-Native tanto para Android e iOS. Las responsabilidades del desarrollador móvil React-Native incluyen captar las necesidades del usuario, proponer soluciones y desarrollar componentes para nuestra aplicación de conductores. Necesitamos a alguien proactivo, sin miedo a los cambios, propositivo y por sobretodo con mucha pasión por su trabajo. Responsabilidades: - Participar en el equipo de desarrollo realizando actualizaciones en nuestra App tanto para Android e iOS. - Diseñar, maquetar, desarrollar y mantener nuestra App aplicando metodologías y patrones, considerando la optimización de recursos, la experiencia de usuario y la estética. - Ilustrar ideas de diseño utilizando guiones gráficos, flujos de procesos y mapas del sitio. - Proponer cambios y mejoras en la aplicación (funcionales y no funcionales) - Participar en reuniones con el equipo de producto. Requisitos: - Experiencia laboral comprobada como desarrollador móvil React-Native. - Estar familiarizado con el consumo de APIs. - Conocimiento de GIT. - Conocimiento de testing (unitarios, feature, etc). - Conocimiento Scrum - Conocimiento de CleanCode - Espíritu de equipo; fuertes habilidades de comunicación para colaborar con varias partes interesadas. - Buenas habilidades para la autogestión del tiempo - Con muchas ganas de aprender (autodidacta) Estaríamos contentos si tienes: - Conocimientos de SOLID. - Conocimientos de patrones de diseño. - Conocimientos de microservicios. - Conocimientos de Sentry.
",,PE,Avanzza Software,,linkedin,data analyst
2022-12-09,"
        Trabajar en COSMO CONSULT es diferente.Explora el universo de COSMO CONSULT y dejate inspirar por la energía postiva de los COSMOnautas.Dale forma a tu futuro por las personas y con las personas. Crece con nosotros.Experimenta el respeto genuino en un ambiente donde te puedas sentir seguro, un lugar lleno de pasión e innovación, no importa donde y cuando quieras hacer tu trabajo.Únete a nuestro equipo y vuelvete parte de uno de los más reconocidos Partners de Microsoft para la trasnformación digital y de negocios del mundo.Make your job different - envíanos tu postulación para el cargo de:Desarrollador Senior Dynamics FO (M/H)This is what makes you different.Estamos en la misma longitud de onda si tu:tomas sabias desiciones. No siempre tienes que tomas la desición correcta, sino que siempre decides lo que es mejor para nuestros clientes, compañeros de trabajo y COSMO.siempre tienes en consideración que las personas están en el centro. Prestas atención a las necesidades de todas las personas y actúas con empatía y compasión.tomas responsabilidades. Estas atento a ti mismo y a las personas que te rodean. También se puede confiar en ti para ayudar incluso a otras áreas fuera de tu responsabilidad.apoya a la compañía conformando excelentes equipos de trabajo. Uno para todos y todos para uno - siendo más fuertes juntos. Haces la diferencia en tu equipo.siempre das lo mejor. No tienes que ser el mejor, pero desde el más profundo respeto por ti mismo y tu entorno siempre buscas la excelencia.tienes el coraje para crecer. No piensas en términos de desafíos, sino en términos de oportunidades. Te encanta desarrollarte más, buscar nuevas ideas y traerlas activamente.haces las cosas con pasión. Sabes lo que te impulsa e inspira, vives con pasión e inspiras a tu entorno, te diviertes más en el trabajo y logras más éxitos.Has trabajado con la solución Finance & Operations de Microsoft?Conoces los módulos de finanzas, ventas, compras, proyectos, inventario y/o servicios?Te encuentras en un nivel intermedio avanzado de inglés?Tienes buenas habilidades de comunicación con clientes?Tu personalidad y motivación es lo que te define.Por eso, nos hacemos el tiempo y revisamos todas las aplicaciones individualmente.Make your job different*.ingenious. Convierte buenas ideas en aplicaciones perfectas orientadas a la solución. El desarrollo de software es tu oficio y el código es tu amigo.creative. Diseña y desarrolla aplicaciones basadas en los requisitos del cliente de manera efi-ciente utilizando los métodos correctos y prueba el trabajo que ha creado.proactive. Antes de comenzar a implementar una tarea, trabaja en el análisis y crea un plan bien fundamentado..consistent. Ya sea documentación técnica, pruebas o control de calidad, domina toda la gama de instrumentos y los toca en armonía con nuestros estándares.varied. Trabaja para diferentes clientes nacionales e internacionales dentro de un equipo de proyecto.committed. Tratar con los mensajes de error, incluso los engañosos, es una de sus habilidades prin-cipales. Te esfuerzas y no te das por vencido hasta que hayas encontrado y resuelto el problema con éxito...We can also be different.Así somos:Con nosotros, todos son parte del equipo: tu voz es necesaria, incluso cuando se trata del desarrollo de nuestra propia empresa.Para nosotros es importante que te sientas valorado y respaldado.Trabajo flexible e independiente del lugar donde te encuentres es algo natural para nosotros.La cooperación internacional es para nosotros algo del día a día: descubra otras culturas y nuevos mundos.Un entorno de trabajo seguro y positivo es nuestra principal prioridad.Vivimos la transformación, no nos quedamos quietos.Dar forma al desarrollo de tu futuro junto contigo está en nuestros corazones.Carreras diversas e inusuales son posibles con nosotros.Nos tomamos muy en serio nuestra responsabilidad con las personas y el medio ambiente.Do you want to become part of the team?Apply directly online with your informative application documents, stating your salary expectations and your earliest possible start date.Do you have questions?No problem.career@cosmoconsult.comDo you want more #insideCOSMO?
      ",,PE,COSMO CONSULT,,linkedin,data analyst
2022-12-01,"
        Te invitamos a ser parte de nuestro equipo ocupando el cargo de Desarrollador de Servicios WebRequisitosRequisitos obligatorios▪ Desarrollo de Webservices asmx SOAP, Visual Basic▪ Desarrollo de API REST , C#▪ Bases de Datos con SQL Server (nivel intermedio+).▪ Experiencia desarrollando aplicaciones web con .NET framework y Entity Framework. y trabajando con patrones de diseño, Scrum▪ Azure devops (Versionamiento de codigos)Requisito opcional▪ Experiencia con DevExpress, carteroReferencias a enviar▪ Años de experiencia de 5 a más.▪ Proyecto a participar Mejora en Aplicación propia.▪ Deseable Proyecto, MS TeamsBeneficiosBeneficiosTrabajo Hibrido.Sueldo en planilla desde el primer día.EPS corporativa (opcional)Convenios corporativos“Global Hitss mantiene una política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”Fundada en 1986, HITSS es una empresa de Grupo Carso con un equipo de más de 6,000 colaboradores en 6 países. Se ha consolidado como una compañía de alta especialización en el desarrollo, implantación, consultoría e integración de tecnologías de información al servicio de los objetivos de nuestros clientes. Con un amplio y robusto portafolio de soluciones, HITSS es el aliado ideal para ayudarle a definir y soportar su estrategia tecnológica con prácticas consultivas/tecnológicas que van desde la optimización y administración de su infraestructura aprovechando al máximo las tecnologías de cómputo en la nube, hasta migrar, soportar, mantener, operar y modernizar sus aplicaciones operativas con una amplia experiencia en administración del ciclo de vida de las aplicaciones.
      ",,PE,GLOBAL HITSS Peru,,linkedin,data analyst
,"
        Recognized as one of Canada’s fastest-growing companies, Launchpad provides next-generation integration platform capabilities for connecting and managing enterprise automation and data integration. Headquartered in Vancouver, Canada, our operations span both North and South Americas, with a second headquarter located in Santiago, Chile.In 2021, we were recognized as the winner of the BC Tech Associations Technology Impact Awards 'Company of The Year: Growth'. We recognize the global truth that today, every company is a tech company. To succeed, every company everywhere needs their data and workflows to be integrated and automated. That understanding gave us the confidence to compete with our sector's leading providers, win top-level contracts, and build a truly world-class list of clients that includes Walmart, GM, TIME Magazine, Salesforce, Tableau, Splunk, Bolt.com, Freedom House, and more.Our vision is to bring people and technology together to work seamlessly to achieve extraordinary business outcomes and create more efficient societies. If this sounds like something you want to be part of, we’d love to hear from you.Responsibilities:Work in cross-functional scrum teams to produce and release new applications, features, and enhancements to improve the user experience, applying the full understanding of software engineering discipline and industry best practicesDesign and rapidly prototype proposed solutionsWork closely with senior development team members on major architecture projects, design, and implementationEnsure the quality of the applications by using various types of automated testing methods in a continuous integration environmentResolve defects/bugs during pre-production, production, and post-release patchesCoordinate technical dependencies with other teamsParticipate in code reviews, analysis, and performance tuningCollaborate with other engineers to share best practices and knowledge of emerging technologiesWork with a sense of urgency; embrace mistakes, learn from them, and drive the team toward successSkills The ideal candidate must have at least 5 years of proven progressive experience developing professional software and distributed applications with a focus on middle-tier technologies, RDMS concepts, OLAP and .NET. In particular:Development of distributed applications with Microsoft technologies: C# .NET/Core, SQL Server, Entity FrameworkDeep expertise with microservices architectures and design patternsCloud Native AWS experience with services such as Lambda, SQS, RDS/Aurora, S3, Lex, and PollyExperience of both Windows and Linux environments and their use in the development and management of complex distributed systems architecturesExperienced using Git source code repository and continuous integration toolsProficient with debugging and profiling distributed systemsPracticed UT and System Integration Test, with an Agile and test-driven development mindsetStrong written and verbal English communication skillsExposure to serverless development/deployment and containerization a definite plusUnderstanding of identity and access management principles (SAML, OAUTH, OPENID/OIDC, SSO, MFA)Why work for Launchpad?100% remotePeople first cultureExcellent compensation in US DollarsHardware setup for working from homeWork with global teams and prominent brands based in North America, Europe, and AsiaTraining allowancesPersonal time off (PTO) for vacations, study leave, personal time, etc. ...and more!At Launchpad, we genuinely care about our people as individuals. If you are looking for a team that values growth, drive, and passion for your craft, if you’re seeking a place to achieve your goals and dreams with fairness and integrity, then you are the future of Launchpad. Launchpad is committed to fostering a diverse and representative workforce and an inclusive work environment where all employees are respected and treated equally.Are you ready to elevate your career at Launchpad? We want to hear your story! Contact us today.
      ",,PE,Launchpad Technologies Inc.,,linkedin,data analyst
2022-11-29,"
        Nos encontramos en la búsqueda de un ""Backend Developer Python"", para nuestra línea de negocio.RequisitosBachiller o técnico en las carreras de ingeniería informática o afines.Certificaciones relacionadas a la tecnologías Python, Sistemas Unix, Ubuntu, Kafka, etc. (Deseable)SKILLExperiencia en programación de proyectos usando Python, celery, flask, pre-commit, mypy, black, pylint.Experiencia en el uso de la terminal, sistemas Unix, Ubuntu.Experiencia en conexión a servidores por ssh, ftp, sftp.Experiencia desarrollando Scraper, lectura de emails, API.Conocimientos y uso de Docker, containers, images.Conocimiento y uso de PostgreSQL, MySQL.Conocimientos de herramientas de los ecosistemas como Kafka, consumer, producer, Superset.Familiaridad con Git y la plataforma Gitlab o similares.Conocimientos de otros lenguajes de programación, con preferencia a Java, JavaScript, Go. (Deseable)Experiencia en sistemas contables, financieros o plataformas ""mission crítical"" o 24x7. (Deseable)¡Ven y únete a la familia CSTI CORP!CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos. Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
      ",,PE,CSTI Corp,,linkedin,data analyst
,"
About The PositionSerás el encargado de mejorar continuamente la estabilidad, disponibilidad y niveles de confianza en la operación de los servicios y aplicaciones. Logrando reducir al mínimo la cantidad de incidentes mediante el uso de nueva tecnología y prácticas SRE.Responsabilidades:Desarrollar e implementar la tecnología resiliente que permita a los Ingenieros de Software tener la línea base de infraestructura sobre la cual desplegar y monitorear servicios de forma autónoma. Velar por la seguridad y continuidad operacional de los activos que mantienen disponibles las aplicaciones en producción. Analizar y resolver problemas en sistemas productivos de forma metódica. Colaborar con Ingenieros de Software para enfrentar problemas de escalabilidad y rendimiento. Participar en decisiones de arquitectura enfocadas en escalabilidad, performance y seguridad. Establecer y recomendar las mejores prácticas en continuidad operativa de servicios, para el monitoreo y respuesta ante incidentes. Diseña e implementa pruebas de infraestructura. Analiza y planifica el uso e incremento de infraestructura, así como el tunning para el mejor desempeño de estos componentes.  La vacante es híbrida (1-2 por semana presencial) para los residentes en PerúRequirementsBachiller de las carreras de Ing. de Sistemas, computación, informática, software y electrónica o carreras afines ó estudios técnicos concluidos de carreras de Software. Experiencia en banca y Finanzas, Telecomunicaciones, Empresas Proveedoras de Aplicativos (no excluyente). Experiencia 2 años a 5 años participando en proyectos con soluciones que integran componente Host (Batch o CICS). Indispensable Conocimiento avanzado de Docker (creación de imágenes, manejo del despliegue y ciclo de vida). Indispensable: Conocimiento en Monitoreo y observabilidad asi como herramientas de Monitoreo y Alertas. Indispensable Conocimiento práctico sobre ITIL v4 e ITSMDeseable conocimiento de Microservicios (básico)Experiencia en monitoreo y observabilidad de aplicaciones, en automatización en la creación y mantenimiento de infraestructura vía código/scripting. Experiencia al identificar, planificar y automatizar toda tarea manual de forma continua y eficiente. Manejo de Infraestructura de aplicaciones empresariales incluidos componentes base de datos, middleware, backend, frontend. Indispensable Conocimiento de Ciberseguridad y lineamientos de codificación segura.  La vacante es híbrida (1-2 por semana presencial) para los residentes en PerúBenefitsBeneficios Extras + EducaciónPlan de capacitaciónPlan de carreraCertificaciones en plataformasBeneficios salarialesEsquema 100% vía nóminaBono desempeño30 días de aguinaldoSalud / SegurosSeguro de SaludVacaciones / Flexibilidad de Trabajo22 dias de vacacionesTrabajo Remoto: Remoto
",,PE,Listopro,,linkedin,data analyst
2022-11-29,"
        En esta oportunidad estamos requeriendo incorporar para nuestro cliente líder en servicios de pago POS el siguiente perfil Backend Developer - PythonRequisitos¿Cuáles son los requisitos?Técnico o Bachiller de carreras de Ingeniería de Sistemas o afinesExperiencia usando Python, celery, flask, pre-commit, mypy, black, pylint.Experiencia en Sistemas Unix, UbuntuExperiencia en conexión a servidores por ssh, ftp, sftp.Experiencia desarrollando Scraper, lectura de emails, API.Conocimientos enDocker, containers, images.PostgreSQL, MySQL.Kafka, consumer, producer, SupersetGit BeneficiosCuál es nuestro paquete de beneficios?Modalidad 100% remotaContrato IndefinidoCobertura de Seguro Privado (EPS) al 100%Sueldo bajo planilla directa y completa al 100% (CTS, Utilidades, Gratificaciones, Seguro Vida Ley, etc)Horario de oficina de Lunes a ViernesBuena remuneración, buen ambiente laboral y más...¡Postula desde cualquier parte de Perú!CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos. Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
      ",,PE,CSTI Corp,,linkedin,data analyst
2023-01-04,"
        Por encargo de nuestro cliente, importante empresa que brinda soluciones financieras, nos encontramos en la búsqueda de: ANALISTA PROGRAMADOR ANDROIDFunciones: Investigar, analizar, desarrollar e implementar soluciones de software a las necesidades de los usuarios. Realizar el mantenimiento y actualizaciones de softwares y aplicaciones. Análisis e implementación de mejoras. Proporcionar asistencia a los usuarios que utilizan los programas y aplicaciones desarrolladas. Requisitos: Técnico o bachiller en las carreras de sistemas, informática o afines. Experiencia mínima de 1 año realizando aplicaciones para android (indispensable). Conocimiento en programas como Desarrollo Android y SQL (indispensable).Experiencia en lenguaje de programación para aplicaciones móviles (indispensable). Conocimiento en Flutter o React Native (preferencia). Conocimientos en programas como Visual Studio Code, Node JS, Oracle y Api Rest. Disponibilidad inmediata. Modalidad de trabajo: remoto o presencial (Piura).
      ",,PE,People Progress,,linkedin,data analyst
2022-11-29,"
Realizar estimaciones de tiempos sobre las tareas que se le asignan o los proyectos que se le encomiendan.Dar mantenimiento y corrección de problemas a los componentes de frontend de aplicaciones de culqi.Contribuir, mediante el desarrollo de frontend, a agregar funcionalidad a los sistemas de Culqi.Respetar la calidad del código buscando crear código mantenible, fácil de leer, en el cual la lógica de negocio sea evidente, siguiendo, en lo posible, las buenas prácticas establecidas.Crear, arreglar y/o mantener los componentes visuales que forman parte de los frontends de los sistemas de Culqi RequisitosSólidos conocimientos de HTML5 y CSS3 así como tecnologías afines.3 años de experiencia en el puesto. Familiaridad con herramientas de preproceso de CSS y afinesConocimientos de Vue.jsConocimientos de uso y consumo de API REST.Familiaridad con Git y sus plataformas (Gitlab, Github, etc.). BeneficiosPlanilla, contrato por tiempo indefinido Beneficios del colaborador (gratificación, cts, vacaciones, etc)Los de ley (dos gratificaciones, cts, afp, vacaciones) + cobertura al 100% del seguro EPS via Pacífico.CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos en la búsqueda de un ""Fronted JS Developer"" , para nuestra línea de negocio.
      ",,PE,CSTI Corp,,linkedin,data analyst
2023-01-18,,,PE,Bluelight Consulting | DevOps & Software Development,,linkedin,data analyst
2022-12-05,,,PE,Fulltimeforce,,linkedin,data analyst
2023-01-20,"
Estamos buscando un desarrollados iOS semi-senior o senior!iOS SeniorLenguaje: Swift 5.1 (Avanzado)Sólidos conocimientos de patrones de diseño arquitecturales (MVVM, MVP, MVC) deseable ViperConocimientos de nivel intermedio/avanzado en el uso de SQLite, deseable algún tipo de ORMDeseable experiencia en AVKitConocimientos en FCM FirebaseExperiencia en UIKit y SwiftUIConocimientos de CI/CD.
",,PE,Netzun,,linkedin,data analyst
2023-01-24,"
Por encargo de nuestro cliente, importante empresa del rubro TI, nos encontramos en búsqueda de un Desarrollador iOS.ExperienciaTécnico/Universitario egresado de la carrera de Ingeniería Informática, Sistemas o afines. 3 años de experiencia en la posición. Experiencia en certificados de seguridad, encripatamiento de datos, QR, BiometriaModalidad de trabajo: Remoto. Participación (liderazgo) en 1 proyecto/productoParticipación en 1 prueba de concepto con el uso de nuevas tecnologíasFuncionesDiseña nuevas características importantes y demuestra una comprensión matizada de las restricciones de la plataforma móvilEntrega proyectos dentro de un equipoEntrega constante de trabajo de calidad y aumenta la robustez y la confiabilidad de las bases de código. Dedica tiempo a pulir productos y sistemasResponsable de un servicio o componente (en su totalidad)Participar en pruebas de concepto (POCs) aplicando nuevas tecnologíasDiseñar solución tecnológica de baja complejidad con diferentes involucrados (Desarrollo en aplicaciones core, Arquitectura de Servicios, Framework Ágil)Genera cambios que afectan positivamente a algunas personas o mejoras menores en un producto o servicio existenteRecibe instrucciones generales sobre el trabajo, instrucciones detalladas sobre nuevos proyectos o tareasOtras funciones solicitadas. ConocimientosSwift y Objetive-C.Xcode, Package Managers, CoreData, Storyboard, xib.Ciclo de vida de la appCiclo de vida del viewController.Patrones de diseño.Clean Architecture.MVC/MVP/MVVM.Programación reactiva.Consumo de servicios REST.Web APIs & Social media.Conocimiento de MBa35 como Firebase (doud messaging, A/BTesting, remote config, crashlitycs,analytics, autentication, etc).Notification CenterManejo de memoria.Protocolos de seguridad movil.UnitTesting/UlTestingManejo de versionamiento.Firmado de aplicaciones.
",,PE,Grupo CINTE,,linkedin,data analyst
